iter	Passed	Remaining
619	13931	8538
620	13956	8517
621	13981	8496
622	14001	8473
623	14026	8451
624	14047	8428
625	14074	8408
626	14103	8390
627	14132	8371
628	14158	8351
629	14183	8330
630	14209	8309
631	14234	8288
632	14258	8266
633	14278	8242
634	14299	8219
635	14323	8197
636	14343	8173
637	14363	8149
638	14382	8125
639	14403	8101
640	14424	8078
641	14445	8055
642	14465	8031
643	14487	8008
644	14506	7984
645	14526	7960
646	14546	7936
647	14567	7913
648	14586	7888
649	14607	7865
650	14627	7841
651	14646	7817
652	14665	7793
653	14684	7768
654	14704	7745
655	14724	7721
656	14745	7698
657	14767	7675
658	14798	7657
659	14823	7636
660	14847	7614
661	14871	7592
662	14894	7570
663	14914	7547
664	14938	7525
665	14960	7502
666	14982	7480
667	15003	7456
668	15024	7433
669	15046	7410
670	15066	7387
671	15085	7363
672	15105	7339
673	15127	7316
674	15147	7293
675	15167	7269
676	15187	7245
677	15206	7222
678	15226	7198
679	15247	7175
680	15266	7151
681	15286	7127
682	15308	7105
683	15327	7081
684	15347	7057
685	15366	7033
686	15386	7010
687	15405	6986
688	15423	6961
689	15442	6938
690	15461	6914
691	15481	6890
692	15499	6866
693	15518	6842
694	15539	6819
695	15560	6796
696	15579	6772
697	15599	6749
698	15620	6726
699	15639	6702
700	15658	6678
701	15677	6655
702	15697	6631
703	15718	6608
704	15738	6585
705	15758	6562
706	15778	6539
707	15798	6515
708	15871	6514
709	15911	6499
710	15944	6480
711	15970	6459
712	15996	6439
713	16022	6418
714	16046	6396
715	16074	6376
716	16098	6354
717	16120	6331
718	16144	6309
719	16166	6286
720	16189	6264
721	16211	6242
722	16232	6219
723	16254	6196
724	16275	6173
725	16295	6150
726	16315	6126
727	16337	6104
728	16358	6081
729	16379	6058
730	16401	6035
731	16423	6013
732	16443	5989
733	16464	5966
734	16486	5944
735	16508	5921
736	16529	5898
737	16549	5875
738	16572	5852
739	16593	5830
740	16614	5807
741	16635	5784
742	16656	5761
743	16676	5738
744	16695	5714
745	16714	5691
746	16733	5667
747	16752	5643
748	16770	5620
749	16788	5596
750	16807	5572
751	16826	5549
752	16844	5525
753	16863	5501
754	16882	5478
755	16900	5454
756	16919	5431
757	16937	5407
758	16956	5383
759	16974	5360
760	16993	5336
761	17012	5313
762	17030	5290
763	17049	5266
764	17069	5243
765	17088	5220
766	17106	5196
767	17125	5173
768	17143	5149
769	17162	5126
770	17180	5102
771	17199	5079
772	17218	5056
773	17237	5033
774	17255	5009
775	17274	4986
776	17292	4962
777	17311	4939
778	17329	4916
779	17348	4893
780	17366	4869
781	17385	4846
782	17403	4823
783	17422	4800
784	17441	4776
785	17460	4753
786	17479	4730
787	17498	4707
788	17519	4685
789	17541	4662
790	17561	4640
791	17583	4617
792	17608	4596
793	17680	4587
794	17728	4571
795	17749	4548
796	17769	4525
797	17790	4503
798	17810	4480
799	17829	4457
800	17848	4434
801	17867	4411
802	17887	4388
803	17909	4366
804	17932	4343
805	17953	4321
806	17977	4299
807	18000	4277
808	18021	4254
809	18042	4232
810	18061	4209
811	18082	4186
812	18102	4163
813	18129	4142
814	18152	4120
815	18177	4098
816	18201	4076
817	18230	4056
818	18257	4034
819	18283	4013
820	18306	3991
821	18329	3969
822	18352	3947
823	18377	3925
824	18403	3903
825	18428	3881
826	18455	3860
827	18479	3838
828	18506	3817
829	18530	3795
830	18555	3773
831	18576	3751
832	18601	3729
833	18626	3707
834	18652	3685
835	18675	3663
836	18701	3641
837	18727	3620
838	18756	3599
839	18781	3577
840	18804	3555
841	18824	3532
842	18856	3511
843	18893	3492
844	18932	3472
845	18966	3452
846	18994	3431
847	19034	3411
848	19070	3391
849	19103	3371
850	19138	3350
851	19160	3328
852	19195	3308
853	19255	3291
854	19301	3273
855	19350	3255
856	19386	3234
857	19421	3214
858	19463	3194
859	19489	3172
860	19523	3151
861	19566	3132
862	19606	3112
863	19649	3092
864	19700	3074
865	19772	3059
866	19862	3047
867	19935	3031
868	19981	3012
869	20020	2991
870	20050	2969
871	20083	2947
872	20112	2925
873	20137	2903
874	20164	2880
875	20188	2857
876	20210	2834
877	20232	2811
878	20255	2788
879	20278	2765
880	20298	2741
881	20323	2718
882	20345	2695
883	20375	2673
884	20406	2651
885	20434	2629
886	20472	2608
887	20500	2585
888	20531	2563
889	20562	2541
890	20591	2519
891	20614	2495
892	20642	2473
893	20669	2450
894	20695	2427
895	20718	2404
896	20740	2381
897	20763	2358
898	20788	2335
899	20809	2312
900	20833	2289
901	20856	2266
902	20877	2242
903	20899	2219
904	20926	2196
905	20953	2174
906	20985	2151
907	21016	2129
908	21051	2107
909	21082	2085
910	21111	2062
911	21145	2040
912	21172	2017
913	21198	1994
914	21221	1971
915	21244	1948
916	21265	1924
917	21286	1901
918	21308	1878
919	21330	1854
920	21351	1831
921	21373	1808
922	21394	1784
923	21417	1761
924	21442	1738
925	21472	1715
926	21501	1693
927	21528	1670
928	21555	1647
929	21587	1624
930	21616	1602
931	21639	1578
932	21668	1556
933	21694	1532
934	21720	1509
935	21744	1486
936	21769	1463
937	21791	1440
938	21812	1417
939	21833	1393
940	21854	1370
941	21882	1347
942	21907	1324
943	21935	1301
944	21970	1278
945	22003	1256
946	22034	1233
947	22068	1210
948	22100	1187
949	22125	1164
950	22150	1141
951	22181	1118
952	22207	1095
953	22232	1072
954	22253	1048
955	22279	1025
956	22299	1001
957	22319	978
958	22338	955
959	22357	931
960	22376	908
961	22395	884
962	22414	861
963	22434	837
964	22453	814
965	22474	791
966	22495	767
967	22515	744
968	22534	720
969	22554	697
970	22578	674
971	22597	650
972	22617	627
973	22637	604
974	22656	580
975	22678	557
976	22699	534
977	22718	511
978	22737	487
979	22759	464
980	22786	441
981	22811	418
982	22840	395
983	22868	371
984	22894	348
985	22922	325
986	22949	302
987	22977	279
988	23006	255
989	23035	232
990	23061	209
991	23084	186
992	23103	162
993	23123	139
994	23141	116
995	23161	93
996	23181	69
997	23200	46
998	23218	23
999	23238	0
